DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0.0459091 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
DE: 0 0 0
